"(0.3936079545454545, 0.6453598484848485)"
"(-0.15999999999999998, 0.6891666666666667)"
"(0.34694677871148466, 0.6761624649859943)"
"(0.5231770833333333, 0.8413194444444444)"
"(0.28939393939393937, 0.472979797979798)"
"(0.3894444444444444, 0.5694444444444444)"
"(0.6041666666666666, 0.6777777777777779)"
"(0.29190476190476194, 0.5133333333333334)"
"(0.18363636363636365, 0.40545454545454546)"
"(0.2347222222222222, 0.6902777777777778)"
"(0.6333333333333333, 0.6833333333333332)"
"(0.1716329966329966, 0.5314814814814814)"
"(0.55, 0.65)"
"(0.6045454545454546, 0.6227272727272728)"
"(0.3333333333333333, 0.6333333333333334)"
"(0.4822916666666667, 0.6654166666666665)"
"(0.30892857142857144, 0.6080026455026456)"
"(0.7, 0.4)"
"(0.278125, 0.4875)"
"(0.22083333333333333, 0.6958333333333333)"
"(0.0, 0.0)"
"(0.28095238095238095, 0.4976190476190476)"
"(0.4, 0.5)"
"(0.19547619047619044, 0.44976190476190475)"
"(0.39375000000000004, 0.5874999999999999)"
"(0.2589594928880643, 0.44421768707482995)"
"(0.41000000000000003, 0.5028571428571429)"
"(0.17142857142857143, 0.48952380952380936)"
"(0.375, 0.5)"
"(0.2821428571428572, 0.65)"
"(0.7116071428571429, 0.7714285714285715)"
"(0.682, 0.8)"
"(0.25, 0.6499999999999999)"
"(0.20217105263157895, 0.41657894736842105)"
"(0.5277777777777778, 0.6055555555555556)"
"(0.64375, 0.775)"
"(0.20625, 0.5625)"
"(0.30833333333333335, 0.43333333333333335)"
"(0.4035714285714286, 0.5984126984126984)"
"(0.35714285714285715, 0.5)"
"(0.4635416666666667, 0.6375000000000001)"
"(0.32083333333333336, 0.4041666666666666)"
"(0.09999999999999999, 0.39821428571428574)"
"(0.39621212121212124, 0.6172348484848486)"
"(0.45, 0.725)"
"(0.3333333333333333, 0.45416666666666666)"
"(0.5159090909090909, 0.6727272727272728)"
"(0.36607142857142855, 0.6071428571428571)"
"(0.2753968253968255, 0.5814285714285714)"
"(0.28285714285714286, 0.45071428571428573)"
"(0.4018518518518518, 0.5472222222222223)"
"(0.29147727272727275, 0.45916666666666667)"
"(0.45, 0.7)"
"(0.12316017316017315, 0.5192640692640693)"
"(0.2892857142857143, 0.5642857142857143)"
"(0.25833333333333336, 0.6773809523809524)"
"(1.0, 1.0)"
"(0.13583333333333333, 0.4341666666666667)"
"(0.14666666666666667, 0.5373333333333334)"
"(0.45, 0.7416666666666667)"
"(0.15740740740740744, 0.6425925925925926)"
"(0.33999999999999997, 0.5)"
"(0.25, 0.35)"
"(0.32500000000000007, 0.5096153846153846)"
"(0.27045454545454545, 0.6636363636363637)"
"(0.35, 0.45)"
"(0.6416666666666666, 0.7033333333333334)"
"(0.20859375, 0.47708333333333336)"
"(0.25416666666666665, 0.65)"
"(0.16428571428571428, 0.6208616780045352)"
"(0.29994047619047626, 0.5765476190476191)"
"(0.47500000000000003, 0.5770833333333333)"
"(0.1625, 0.6333333333333333)"
"(0.328125, 0.3)"
"(0.5041666666666667, 0.5666666666666668)"
"(0.08055555555555556, 0.888888888888889)"
"(0.32375000000000004, 0.595)"
"(0.35424999999999995, 0.6102222222222222)"
"(0.42000000000000004, 0.475)"
"(0.4580357142857143, 0.5976190476190476)"
"(0.34204545454545454, 0.5861111111111111)"
"(0.5, 0.45)"
"(0.25625000000000003, 0.6710648148148147)"
"(0.3333333333333333, 0.375)"
"(0.4666666666666667, 0.6666666666666666)"
"(0.31727272727272726, 0.5509090909090909)"
"(0.3644444444444444, 0.55)"
"(0.5016666666666667, 0.6483333333333333)"
"(0.42622222222222217, 0.6597777777777777)"
"(0.23214285714285715, 0.6571428571428571)"
"(0.17976190476190476, 0.4726190476190476)"
"(0.58, 0.71)"
"(0.34333333333333343, 0.6833333333333332)"
"(0.275, 0.525)"
"(0.49166666666666664, 0.5416666666666666)"
"(0.9, 0.525)"
"(0.475, 0.6875)"
"(0.5875, 0.625)"
"(0.29625, 0.6583333333333334)"
"(0.29285714285714287, 0.5457142857142857)"
"(0.3926298701298701, 0.5166233766233767)"
"(0.41904761904761906, 0.6472222222222221)"
"(0.0, 0.0)"
"(0.26666666666666666, 0.3666666666666667)"
"(0.36339285714285713, 0.5785714285714285)"
"(0.3541666666666667, 0.5282407407407407)"
"(0.43000000000000005, 0.5900000000000001)"
"(0.371875, 0.515625)"
"(0.4000000000000001, 0.6666666666666666)"
"(0.35, 0.4)"
"(0.32142857142857145, 0.45000000000000007)"
"(0.3724431818181818, 0.7363636363636363)"
"(0.5266666666666667, 0.6333333333333333)"
"(0.2, 0.3726190476190476)"
"(0.5625, 0.7333333333333334)"
"(0.18357142857142858, 0.4652380952380953)"
"(0.2490530303030303, 0.5195707070707071)"
"(0.5249999999999999, 0.6799999999999999)"
"(0.5, 0.5)"
"(0.0, 0.0)"
"(1.0, 0.3)"
"(0.35568181818181815, 0.7022727272727273)"
"(0.5, 0.5)"
"(0.0, 0.0)"
"(0.8, 0.75)"
"(0.8, 0.75)"
"(0.8, 0.75)"
"(0.6, 0.525)"
"(0.27283333333333337, 0.552)"
"(0.5541666666666667, 0.6333333333333333)"
"(0.8, 0.75)"
"(0.10000000000000002, 0.46666666666666673)"
"(0.0, 0.5)"
"(0.3666666666666667, 0.35000000000000003)"
"(0.08333333333333333, 0.3666666666666667)"
"(0.5533333333333333, 0.5133333333333333)"
"(0.35833333333333334, 0.5666666666666667)"
"(0.29374999999999996, 0.42500000000000004)"
"(0.5, 0.5)"
"(0.5533333333333333, 0.6766666666666667)"
"(0.27878787878787875, 0.5181818181818182)"
"(0.2, 0.3)"
"(0.0, 0.0)"
"(0.3, 0.4333333333333333)"
"(0.4833333333333334, 0.5666666666666667)"
"(0.4125, 0.8)"
"(0.09375, 0.45)"
"(0.64375, 0.7)"
"(0.3666666666666667, 0.5333333333333333)"
"(0.15097064393939397, 0.5622632575757576)"
"(0.6124999999999999, 0.55)"
"(0.10918367346938775, 0.589795918367347)"
"(0.22499999999999998, 0.375)"
"(0.15, 0.5499999999999999)"
"(0.26666666666666666, 0.5375)"
"(-0.0375, 0.22000000000000003)"
"(0.4, 0.6)"
"(0.6, 1.0)"
"(0.0, 0.0)"
"(0.5, 1.0)"
"(0.5, 0.5)"
"(0.24545454545454545, 0.5)"
"(0.0, 0.3)"
"(0.4000000000000001, 0.9)"
"(-0.07142857142857142, 0.21428571428571427)"
"(0.8, 0.75)"
"(0.5666666666666668, 0.5833333333333334)"
"(0.0, 0.1)"
"(0.5, 0.5)"
"(0.13571428571428573, 0.6485714285714286)"
"(0.3964285714285714, 0.43392857142857144)"
"(0.039999999999999994, 0.45666666666666667)"
"(0.13636363636363635, 0.5)"
"(-0.4, 0.65)"
"(0.4, 1.0)"
"(0.0, 0.125)"
"(0.0, 0.0)"
"(0.16590909090909092, 0.5)"
"(0.1, 0.15)"
"(0.4, 0.4)"
"(0.3416666666666667, 0.6499999999999999)"
"(0.5, 1.0)"
"(0.6, 0.6)"
"(0.1, 0.15000000000000002)"
"(-0.12000000000000001, 0.47)"
"(0.2, 0.3)"
"(0.46875, 0.475)"
"(0.2392857142857143, 0.6178571428571429)"
"(0.0, 0.55)"
"(0.03333333333333333, 0.6333333333333333)"
"(0.03333333333333333, 0.20000000000000004)"
"(0.0, 0.1)"
"(0.24444444444444446, 0.48888888888888893)"
"(0.1280952380952381, 0.2561904761904762)"
"(0.3252083333333334, 0.43875000000000003)"
"(0.12470238095238097, 0.6275297619047618)"
"(0.3666666666666667, 0.9500000000000001)"
"(0.49375, 0.6625)"
"(0.04845238095238095, 0.4176190476190476)"
"(0.061428571428571464, 0.6398412698412699)"
"(0.11953125, 0.41145833333333337)"
"(0.3279761904761905, 0.32976190476190476)"
"(0.28296875, 0.5375)"
"(0.3988095238095238, 0.6495039682539683)"
"(0.4375, 0.7)"
"(-0.125, 0.375)"
"(-0.075, 0.325)"
"(0.14426406926406926, 0.5544372294372294)"
"(-0.1, 0.2)"
"(0.13181818181818183, 0.44886363636363635)"
"(0.25166666666666665, 0.4844444444444445)"
"(0.1727435064935065, 0.5576190476190477)"
"(0.16875, 0.60625)"
"(0.8, 0.75)"
"(0.7, 0.6000000000000001)"
"(0.26875, 0.325)"
"(0.45740740740740743, 0.8231481481481481)"
"(0.34375, 0.475)"
"(0.28, 0.72)"
"(0.0, 0.0)"
"(0.5, 0.5)"
"(0.0, 0.0)"
"(0.08, 0.26999999999999996)"
"(-0.045, 0.39499999999999996)"
"(0.8, 0.75)"
"(-0.25, 1.0)"
"(0.1461111111111111, 0.7916666666666666)"
"(0.20204081632653062, 0.5006802721088436)"
"(-0.0004166666666666624, 0.48208333333333336)"
"(0.15, 0.35000000000000003)"
"(0.4138095238095238, 0.6166666666666666)"
"(0.3015625, 0.4625)"
"(0.5671428571428572, 0.6339285714285714)"
"(0.125, 0.65)"
"(0.6266666666666667, 0.8333333333333334)"
"(0.6, 0.6666666666666666)"
"(0.25, 0.3)"
"(0.3181818181818182, 0.55)"
"(0.20000000000000004, 0.3333333333333333)"
"(0.0, 0.0)"
"(0.45, 0.85)"
"(0.05, 0.2)"
"(0.1996031746031746, 0.5257936507936508)"
"(0.23850000000000002, 0.54)"
"(0.3353703703703703, 0.6146296296296295)"
"(0.056249999999999994, 0.28750000000000003)"
"(0.1, 0.6937500000000001)"
"(0.3611111111111111, 0.5222222222222223)"
"(0.35, 0.35)"
"(0.21333333333333332, 0.4333333333333333)"
"(-0.033333333333333326, 0.6666666666666666)"
"(0.2666666666666666, 0.7666666666666666)"
"(0.3738095238095238, 0.4523809523809524)"
"(0.0, 0.0)"
"(0.13999999999999999, 0.465)"
"(0.1476190476190476, 0.3095238095238096)"
"(0.5, 0.5)"
"(0.36875, 0.71875)"
"(-0.05714285714285713, 0.530952380952381)"
"(0.6000000000000001, 0.9)"
"(0.246875, 0.55625)"
"(0.135, 0.43499999999999994)"
"(0.1, 0.1)"
"(0.11590909090909089, 0.5042207792207792)"
"(0.35, 0.4)"
"(0.15, 0.1)"
"(0.3, 0.8)"
"(0.45, 0.8500000000000001)"
"(0.525, 0.4)"
"(0.20285714285714285, 0.7457142857142858)"
"(0.31875000000000003, 0.7999999999999999)"
"(-0.08249999999999999, 0.20916666666666667)"
"(0.0, 0.5)"
"(0.25333333333333335, 0.3955555555555555)"
"(0.28125, 0.525)"
"(0.1761904761904762, 0.6857142857142856)"
"(0.15519607843137256, 0.4245098039215686)"
"(0.034006734006734006, 0.24814814814814815)"
"(0.07314814814814814, 0.4657407407407408)"
"(0.27833806818181817, 0.6308238636363637)"
"(0.2, 0.3)"
"(0.575, 0.575)"
"(0.25, 0.35)"
"(0.016287878787878785, 0.4666666666666666)"
"(0.5, 0.525)"
"(0.39999999999999997, 0.5666666666666668)"
"(0.3866666666666667, 0.5133333333333333)"
"(0.15, 0.39999999999999997)"
"(0.0, 0.0)"
"(-0.0008333333333333304, 0.29833333333333334)"
"(0.0, 0.0)"
"(0.39583333333333337, 0.5)"
"(0.4, 0.625)"
"(0.04375, 0.36875)"
"(0.375, 0.75)"
"(-0.3, 0.9)"
"(0.5, 0.5)"
"(0.8, 0.75)"
"(0.0, 0.0)"
"(0.5, 0.5)"
"(0.0, 0.0)"
"(-0.14583333333333331, 0.09583333333333333)"
"(-0.33181818181818185, 0.7)"
"(0.0, 0.0)"
"(0.05, 0.2)"
"(0.625, 0.6)"
"(0.7, 0.6000000000000001)"
"(0.43333333333333335, 0.8333333333333334)"
"(0.0, 0.0)"
"(0.0, 0.0)"
"(0.20000000000000004, 0.45)"
"(0.0, 0.0)"
"(0.8, 1.0)"
"(0.0, 0.0)"
"(0.0, 0.0)"
"(0.78125, 0.6)"
"(0.42500000000000004, 0.95)"
"(0.11666666666666665, 0.6)"
"(-0.02500000000000001, 0.525)"
"(0.0925925925925926, 0.5407407407407409)"
"(0.4, 0.375)"
"(0.275, 0.525)"
"(-0.08399999999999994, 0.7266666666666666)"
"(0.3, 0.47500000000000003)"
"(0.1897348484848485, 0.5536931818181818)"
"(0.11590909090909092, 0.225)"
"(0.3188552188552189, 0.5282828282828284)"
"(0.35205627705627707, 0.47380952380952374)"
"(0.037500000000000006, 0.2875)"
"(0.35, 0.65)"
"(0.5, 0.8)"
"(0.55, 0.75)"
"(0.17566844919786098, 0.5010843731431968)"
"(0.2753663003663004, 0.5399267399267399)"
"(0.20500000000000002, 0.5599999999999999)"
"(0.11821969696969696, 0.4216666666666667)"
"(0.07391666666666666, 0.6917500000000001)"
"(0.22500000000000003, 0.475)"
"(0.4625, 0.4583333333333333)"
"(0.26666666666666666, 0.5)"
"(0.0, 0.5)"
"(0.15000000000000002, 0.37777777777777777)"
"(0.7, 0.6000000000000001)"
"(0.4727272727272727, 0.5757575757575758)"
"(0.08125000000000002, 0.585)"
"(0.25, 0.75)"
"(0.8, 0.75)"
"(0.5, 0.5)"
"(0.2, 0.3)"
"(0.6, 0.5833333333333334)"
"(0.54, 0.58)"
"(-0.125, 0.9444444444444444)"
"(-0.3, 0.5)"
"(0.14285714285714285, 0.28214285714285714)"
"(0.3821428571428572, 0.5607142857142857)"
"(0.5197916666666667, 0.6145833333333333)"
"(0.0, 0.0)"
"(0.4895833333333333, 0.85)"
"(0.11545454545454545, 0.6290909090909091)"
"(0.46190476190476193, 0.7130952380952381)"
"(0.07500000000000001, 0.5499999999999999)"
"(0.15208333333333335, 0.63125)"
"(0.3666666666666667, 0.4666666666666666)"
"(0.019999999999999997, 0.54)"
"(0.12583333333333335, 0.475)"
"(0.11499999999999999, 0.36)"
"(-0.27499999999999997, 0.48333333333333334)"
"(0.15, 0.5)"
"(0.37083333333333335, 0.3611111111111111)"
"(0.4, 0.5)"
"(0.0, 0.05)"
"(0.6, 0.6000000000000001)"
"(0.6000000000000001, 0.9)"
"(0.0, 0.5)"
"(0.39999999999999997, 0.8)"
"(-0.1875, 0.5)"
"(0.3444444444444444, 0.9444444444444445)"
"(0.1202020202020202, 0.32222222222222224)"
"(1.0, 0.3)"
"(0.7, 0.6000000000000001)"
"(0.012500000000000002, 0.5625)"
"(0.11428571428571431, 0.6269841269841271)"
"(0.25833333333333336, 0.5499999999999999)"
"(-0.12192307692307694, 0.33282051282051284)"
"(0.2850595238095238, 0.4339484126984127)"
"(0.3553571428571428, 0.6392857142857143)"
"(0.19883333333333333, 0.5061666666666667)"
"(0.21113063407181057, 0.4026050420168067)"
"(0.513425925925926, 0.5300925925925926)"
"(0.23041666666666671, 0.5716666666666667)"
"(0.5, 0.875)"
"(0.5333333333333333, 0.5499999999999999)"
"(0.12083333333333335, 0.5083333333333333)"
"(0.1, 0.2125)"
"(0.5, 0.4)"
"(0.24444444444444446, 0.7000000000000001)"
"(0.3666666666666667, 0.5)"
"(0.43333333333333335, 0.8333333333333334)"
"(0.09999999999999999, 0.4666666666666666)"
"(0.55, 0.5375)"
"(0.22999999999999998, 0.49000000000000005)"
"(1.0, 1.0)"
"(0.44034090909090906, 0.525)"
"(0.06666666666666667, 0.09999999999999999)"
"(0.5125, 0.5125000000000001)"
"(0.27999999999999997, 0.43500000000000005)"
"(0.08, 0.31333333333333335)"
"(-0.0625, 0.1875)"
"(0.2, 0.4)"
"(0.0625, 0.35)"
"(-0.1875, 0.5)"
"(0.2, 0.3)"
"(0.06818181818181818, 0.3939393939393939)"
"(0.2159090909090909, 0.5)"
"(0.3875, 0.5)"
"(0.2717460317460318, 0.7385714285714285)"
"(0.0837878787878788, 0.5798484848484848)"
"(0.34375, 0.43)"
"(0.2970238095238095, 0.49107142857142855)"
"(0.1025, 0.64)"
"(0.2352272727272727, 0.6)"
"(0.10357142857142856, 0.6071428571428571)"
"(0.001041666666666663, 0.7166666666666667)"
"(0.46875, 0.66875)"
"(0.13333333333333333, 0.2166666666666667)"
"(0.5, 0.42538461538461536)"
"(0.10753968253968255, 0.6436507936507936)"
"(0.25, 0.34166666666666673)"
"(0.3904761904761905, 0.419047619047619)"
"(0.1369047619047619, 0.623095238095238)"
"(0.32499999999999996, 0.43333333333333335)"
"(-0.049999999999999996, 0.35000000000000003)"
"(0.4, 0.8)"
"(0.6, 1.0)"
"(0.0, 0.0)"
"(0.0, 1.0)"
"(0.12499999999999996, 0.43333333333333335)"
"(0.0, 0.0)"
"(0.6833333333333333, 0.5)"
"(0.25, 0.3)"
"(0.0031250000000000028, 0.45)"
"(0.034375, 0.625)"
"(0.060416666666666674, 0.7604166666666667)"
"(0.12611111111111112, 0.33222222222222225)"
"(0.33194444444444443, 0.6527777777777778)"
"(0.5666666666666667, 0.7083333333333333)"
"(0.6, 0.55)"
"(0.3166666666666667, 0.65)"
"(0.0, 0.0)"
"(0.8, 0.875)"
"(0.39999999999999997, 0.35000000000000003)"
"(0.9, 0.525)"
"(0.4, 0.375)"
"(0.48333333333333334, 0.5333333333333333)"
"(0.03988095238095237, 0.4799603174603175)"
"(0.4, 0.35)"
"(0.31875, 0.47500000000000003)"
"(0.47125000000000006, 0.76)"
"(0.1125, 0.5346153846153847)"
"(0.32476190476190475, 0.5388095238095237)"
"(0.16944444444444443, 0.5472222222222223)"
"(0.3159090909090909, 0.55)"
"(0.31666666666666665, 0.5166666666666667)"
"(0.16666666666666666, 0.5666666666666668)"
"(0.39166666666666666, 0.5)"
"(0.5, 0.6)"
"(0.4000000000000001, 0.9)"
"(0.2828125, 0.525)"
"(0.4625, 0.6875)"
"(0.43333333333333335, 0.45416666666666666)"
"(0.5555555555555556, 0.7166666666666667)"
"(0.039285714285714285, 0.3535714285714286)"
"(0.2529761904761905, 0.655952380952381)"
"(0.4835, 0.543)"
"(0.5666666666666667, 0.65625)"
"(0.03322916666666667, 0.48708333333333337)"
"(0.625, 0.5)"
"(0.25163690476190476, 0.5952380952380952)"
"(0.25833333333333336, 0.6916666666666668)"
"(0.1975, 1.0)"
"(0.38055555555555554, 0.6055555555555555)"
"(0.35, 0.4)"
"(0.0, 0.0)"
"(0.625, 0.875)"
"(0.19895833333333335, 0.48791666666666655)"
"(0.12, 0.42000000000000004)"
"(0.4190151515151515, 0.703030303030303)"
"(0.5, 0.5)"
"(0.75, 0.625)"
"(0.0, 0.1)"
"(0.7816666666666667, 1.0)"
"(0.2375, 0.7)"
"(0.9375000000000001, 0.9)"
"(0.525, 0.6)"
"(0.41666666666666663, 0.5833333333333333)"
"(0.48750000000000004, 0.875)"
"(0.05, 0.2)"
"(-0.15000000000000002, 0.75)"
"(0.7, 0.6000000000000001)"
"(0.4000000000000001, 0.9)"
"(0.64, 0.8)"
"(0.8, 0.75)"
"(0.5, 0.6)"
"(0.8049999999999999, 0.8400000000000001)"
"(-0.5333333333333333, 0.9)"
"(0.16666666666666666, 0.6666666666666666)"
"(0.6083333333333333, 0.6416666666666667)"
"(0.33999999999999997, 0.6342857142857142)"
"(0.4875, 0.5125000000000001)"
"(0.25999999999999995, 0.38)"
"(0.41, 0.6444444444444445)"
"(0.0725, 0.32)"
"(0.0, 0.0)"
"(0.5599999999999999, 0.85)"
"(0.2, 0.375)"
"(0.8, 0.875)"
"(0.8, 0.6)"
"(-0.3499999999999999, 0.3833333333333333)"
"(0.0625, 0.5)"
"(0.1625, 0.31875)"
"(0.05555555555555556, 0.48888888888888893)"
"(0.2, 0.3)"
"(0.39166666666666666, 0.5333333333333333)"
"(0.2, 0.2)"
"(0.21212121212121213, 0.3333333333333333)"
"(0.0, 0.0)"
"(0.65, 0.675)"
"(0.66328125, 0.625)"
"(0.16933333333333334, 0.40066666666666667)"
"(0.4666666666666666, 0.43333333333333335)"
"(0.16499999999999998, 0.43)"
"(0.21346801346801347, 0.4989057239057239)"
"(0.13636363636363635, 0.36363636363636365)"
"(0.3333333333333333, 0.5333333333333333)"
"(0.30500000000000005, 0.73)"
"(0.175, 0.4861111111111111)"
"(0.26666666666666666, 0.3333333333333333)"
"(0.26000000000000006, 0.7233333333333333)"
"(0.17142857142857143, 0.6571428571428571)"
"(0.07429653679653679, 0.4575577200577201)"
"(0.3625, 0.5875)"
"(-0.3888888888888889, 0.8333333333333334)"
"(0.16041666666666665, 0.74375)"
"(0.33999999999999997, 0.36)"
"(-0.1625, 0.4375)"
"(0.25, 0.3)"
"(0.0, 0.0)"
"(0.25, 0.75)"
"(0.5, 0.6)"
"(1.0, 0.3)"
"(0.3, 0.2)"
"(0.8, 0.75)"
"(0.35, 0.6)"
"(0.14772727272727273, 0.35454545454545455)"
"(-0.3, 0.5)"
"(0.0, 0.0)"
"(0.0, 0.0)"
"(0.5, 0.5)"
"(0.8, 0.75)"
"(0.41666666666666663, 0.41666666666666663)"
"(0.2, 0.3)"
"(0.4666666666666666, 0.6749999999999999)"
"(0.4681818181818182, 0.625)"
"(0.0, 0.0)"
"(0.0, 0.13)"
"(0.49375, 0.625)"
"(0.5, 0.5)"
"(0.0, 0.0)"
"(0.25, 0.2)"
"(0.0625, 0.5)"
"(0.75, 0.675)"
"(-0.5, 0.4)"
"(0.37537878787878787, 0.5765151515151514)"
"(0.2, 0.5375)"
"(0.32222222222222224, 0.47222222222222227)"
"(-0.1875, 0.5)"
"(-0.3333333333333333, 0.6666666666666666)"
"(0.0, 0.0)"
"(-0.1, 0.2)"
"(0.5, 0.6)"
"(0.40625, 0.575)"
"(0.4125, 0.475)"
"(1.0, 0.3)"
"(0.75, 0.675)"
"(0.31205357142857143, 0.6964285714285714)"
"(0.0, 0.0)"
"(0.74, 0.8)"
"(0.0, 0.0)"
"(0.4222412109375, 0.6338541666666667)"
"(0.08333333333333334, 0.4666666666666667)"
"(0.6333333333333333, 0.9333333333333332)"
"(0.5423076923076923, 0.5625000000000001)"
"(0.2376082251082251, 0.8047619047619049)"
"(0.284375, 0.6479166666666666)"
"(0.4375, 0.7000000000000001)"
"(0.08333333333333333, 0.3666666666666667)"
"(0.47500000000000003, 0.7250000000000001)"
"(0.39999999999999997, 0.4666666666666666)"
"(0.35833333333333334, 0.8666666666666667)"
"(-0.6999999999999998, 0.6666666666666666)"
"(0.625, 0.6)"
"(0.2537878787878788, 0.6848484848484849)"
"(0.5, 0.6)"
"(0.4875, 0.7)"
"(0.14791666666666667, 0.34375)"
"(0.0, 0.0)"
"(0.2660714285714286, 0.6196428571428572)"
"(0.7000000000000001, 0.825)"
"(0.3064814814814815, 0.8481481481481481)"
"(0.5875, 0.48333333333333334)"
"(0.11666666666666665, 0.6166666666666667)"
"(0.5416666666666666, 0.6916666666666668)"
"(0.3333333333333333, 0.6833333333333332)"
"(0.5375, 0.628125)"
"(0.02037037037037037, 0.31851851851851853)"
"(0.3914682539682539, 0.5360670194003527)"
"(0.1875, 0.2833333333333333)"
"(0.35416666666666663, 0.4208333333333333)"
"(0.2, 0.3)"
"(0.8, 0.75)"
"(0.395, 0.5883333333333334)"
"(0.1875, 0.5583333333333333)"
"(1.0, 0.3)"
"(0.4875, 0.7)"
"(0.54375, 0.47500000000000003)"
"(0.0, 0.0)"
"(0.78125, 0.6)"
"(0.625, 0.6166666666666667)"
"(0.3583333333333334, 0.7583333333333333)"
"(0.22291666666666665, 0.45208333333333334)"
"(0.26538461538461544, 0.6057692307692308)"
"(0.8, 0.75)"
"(0.875, 0.6000000000000001)"
"(0.8, 0.75)"
"(-0.8, 0.9)"
"(0.325, 0.75)"
"(0.8, 0.75)"
"(0.041666666666666664, 0.06666666666666667)"
"(0.7, 0.6000000000000001)"
"(0.0, 0.0)"
"(0.26666666666666666, 0.3666666666666667)"
"(0.7, 0.8)"
"(1.0, 0.75)"
"(0.10625000000000001, 0.45)"
"(0.25, 0.5)"
"(0.0, 0.0)"
"(0.5, 0.5)"
"(0.10833333333333335, 0.4)"
"(0.15714285714285717, 0.5571428571428572)"
"(0.2685185185185185, 0.5814814814814815)"
"(0.75, 0.4)"
"(0.2833333333333333, 0.5791666666666666)"
"(0.15656565656565655, 0.7777777777777778)"
"(0.4666666666666666, 0.5833333333333334)"
"(0.125, 0.6785714285714286)"
"(0.75, 0.625)"
"(0.3181818181818182, 0.4772727272727273)"
"(0.16767676767676767, 0.39444444444444443)"
"(0.175, 0.42500000000000004)"
"(-0.31666666666666665, 0.9)"
"(-0.017045454545454544, 0.39166666666666666)"
"(0.09606481481481487, 0.5555555555555556)"
"(0.26666666666666666, 0.4583333333333333)"
"(0.6142857142857144, 0.6142857142857142)"
"(0.475, 0.95)"
"(0.15, 0.15000000000000002)"
"(0.008547008547008536, 0.452991452991453)"
"(0.2263636363636364, 0.42000000000000004)"
"(0.3375757575757576, 0.6954545454545454)"
"(-0.6, 0.8)"
"(-0.16666666666666666, 0.06666666666666667)"
"(-0.4, 0.75)"
"(0.0, 0.0)"
"(0.6, 0.5833333333333334)"
"(0.25, 0.7333333333333334)"
"(0.65, 0.475)"
"(0.025, 0.1)"
"(0.2333333333333333, 0.43333333333333335)"
"(0.2875, 0.7749999999999999)"
"(0.2888888888888889, 0.5888888888888889)"
"(0.4, 0.6333333333333333)"
"(-0.06818181818181818, 0.5)"
"(0.0, 0.75)"
"(0.3416666666666667, 0.9166666666666667)"
"(-0.15, 0.2)"
"(-1.3877787807814457e-17, 0.55)"
"(0.7666666666666666, 0.6166666666666667)"
"(1.0, 1.0)"
"(-0.05972222222222223, 0.43472222222222223)"
"(0.55, 0.35)"
"(0.5, 0.5)"
"(0.4000000000000001, 0.26666666666666666)"
"(0.2, 0.3)"
"(0.5, 0.475)"
"(1.0, 0.75)"
"(0.8, 0.4)"
"(0.6, 0.55)"
"(-0.5, 1.0)"
"(0.3, 0.2)"
"(0.43928571428571433, 0.5464285714285715)"
"(-0.03750000000000003, 0.525)"
"(0.8333333333333334, 0.55)"
"(0.2, 0.3)"
"(0.3333333333333333, 0.5)"
"(0.20673843700159492, 0.46447368421052626)"
"(0.0, 0.0)"
